DATASET_HEATMAP
#In heatmaps, each ID is associated to multiple numeric values, which are displayed as a set of colored boxes defined by a color gradient
#lines starting with a hash are comments and ignored during parsing
#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	Xylose_growth_rate
ambrosiozyma_philentoma	0.631136889
candida_arabinofermentans	0.240637933
ogataea_methanolica	0.112284546
ogataea_trehalophila	0.055391381
ogataea_pilisensis	0
ogataea_nitratoaversa	0.528883368
ogataea_populialbae	0
ogataea_trehaloabstinens	2.146021726
ogataea_zsoltii	0.338411329
ogataea_glucozyma	0
ogataea_pini	0
ogataea_henricii	X
ogataea_nonfermentans	0
ogataea_minuta	0
ogataea_kodamae	0
ogataea_philodendri	0
ogataea_parapolymorpha	0
ogataea_polymorpha	0
saccharomycopsis_malanga	X
saccharomycopsis_capsularis	X
ascoidea_rubescens	X
ascoidea_asiatica	X
hanseniaspora_vineae	0
hanseniaspora_osmophila	0
kloeckera_hatyaiensis	0
hanseniaspora_pseudoguilliermondii	0
hanseniaspora_clermontiae	0
hanseniaspora_uvarum	X
hanseniaspora_valbyensis	0
hanseniaspora_singularis	0
yueomyces_sinensis	X
tetrapisispora_blattae	X
vanderwaltozyma_polyspora	0
tetrapisispora_iriomotensis	0
tetrapisispora_phaffii	0
tetrapisispora_fleetii	0
tetrapisispora_namnaonensis	0
candida_castellii	0
nakaseomyces_bacillisporus	0
candida_glabrata	0
candida_bracarensis	0
nakaseomyces_delphensis	0
candida_nivariensis	0
saccharomyces_eubayanus	X
saccharomyces_uvarum	X
saccharomyces_arboricola	X
saccharomyces_kudriavzevii	X
saccharomyces_mikatae	X
saccharomyces_cerevisiae	X
saccharomyces_paradoxus	X
kazachstania_rosinii	X
kazachstania_spencerorum	0
kazachstania_kunashirensis	0
kazachstania_turicensis	X
kazachstania_viticola	X
kazachstania_africana	X
kazachstania_martiniae	0
kazachstania_intestinalis	0
kazachstania_bromeliacearum	0
kazachstania_naganishii	0
kazachstania_taianensis	X
kazachstania_yakushimaensis	X
kazachstania_transvaalensis	0
kazachstania_siamensis	0
kazachstania_unispora	0
kazachstania_aerobia	0
kazachstania_solicola	0
naumovozyma_castellii	0
naumovozyma_dairenensis	X
zygosaccharomyces_rouxii	0
zygosaccharomyces_kombuchaensis	0
zygosaccharomyces_bailii	X
zygosaccharomyces_bisporus	0
zygotorulaspora_mrakii	0
zygotorulaspora_florentina	0
torulaspora_microellipsoides	0
torulaspora_maleeae	0
torulaspora_delbrueckii	0
torulaspora_pretoriensis	0
torulaspora_franciscae	0
lachancea_kluyveri	0
lachancea_cidri	X
lachancea_fermentati	0
lachancea_mirantina	0
lachancea_waltii	0
lachancea_thermotolerans	0
lachancea_quebecensis	X
lachancea_nothofagi	0
lachancea_dasiensis	0
lachancea_meyersii	0
lachancea_lanzarotensis	0
lachancea_fantastica	0
kluyveromyces_aestuarii	0
kluyveromyces_marxianus	0
kluyveromyces_dobzhanskii	0
kluyveromyces_lactis	0
eremothecium_cymbalariae	X
ashbya_aceri	X
eremothecium_gossypii	X
eremothecium_sinecaudum	X
eremothecium_coryli	X
candida_ponderosae	X
starmera_quercuum	0
candida_stellimalicola	X
starmera_amethionina	X
wickerhamomyces_anomalus	0
wickerhamomyces_ciferrii	0
wickerhamomyces_bovis	0.204896106
barnettozyma_hawaiiensis	0.468311588
barnettozyma_populi	0.941113457
barnettozyma_californica	0.624399523
candida_montana	0
phaffomyces_antillensis	0
phaffomyces_opuntiae	0
candida_orba	0
phaffomyces_thermotolerans	0
barnettozyma_salicaria	2.036405683
barnettozyma_pratensis	0.163506687
wickerhamomyces_alni	0.598666945
wickerhamomyces_sp._yb_2243	X
wickerhamomyces_canadensis	0.265695786
wickerhamomyces_hampshirensis	0.216538714
candida_freyschussii	0.15399635
cyberlindnera_mrakii	0.173722652
cyberlindnera_suaveolens	0.311985854
cyberlindnera_saturnus	0.138286886
cyberlindnera_misumaiensis	0.330916567
cyberlindnera_maclurae	0
candida_vartiovaarae	X
cyberlindnera_jadinii	0.15288162
cyberlindnera_xylosilytica	0.384959885
cyberlindnera_fabianii	0.211013736
cyberlindnera_petersonii	0.222794836
candida_mycetangii	0.227010724
cyberlindnera_americana	0.695865394
alloascoidea_hylecoeti	X
sporopachydermia_quercuum	0.925854645
sporopachydermia_lactativora	0
nadsonia_fulvescens_var._fulvescens	X
nadsonia_fulvescens_var._elongata	X
candida_hispaniensis	0
yarrowia_bubula	0
yarrowia_keelungensis	0
yarrowia_lipolytica	0
yarrowia_deformans	0
yarrowia_divulgata	0
middelhovenomyces_tepae	1.300924713
geotrichum_candidum	0
dipodascus_albidus	1.644636283
dipodascus_geniculatus	X
magnusiomyces_tetraspermus	0
saprochaete_clavata	X
candida_incommunis	0.219902048
deakozyma_indianensis	0.610861411
wickerhamiella_versatilis	X
wickerhamiella_domercqiae	X
starmerella_bombicola	0
starmerella_apicola	X
wickerhamiella_cacticola	0
wickerhamiella_infanticola	0
blastobotrys_muscicola	0
blastobotrys_serpentis	X
blastobotrys_americana	X
blastobotrys_peoriensis	0.482574135
blastobotrys_adeninivorans	0.769422595
blastobotrys_raffinosifermentans	0.552371801
blastobotrys_mokoenaii	0
blastobotrys_nivea	X
blastobotrys_proliferans	0
groenewaldozyma_salmanticensis	0
zygoascus_ofunaensis	0.498346357
zygoascus_meyerae	0
sugiyamaella_lignohabitans	0.697917242
spencermartinsiella_europaea	0
diddensiella_caesifluorescens	0.325621165
trigonopsis_variabilis	0
trigonopsis_vinaria	0
botryozyma_nematodophila	X
tortispora_starmeri	X
tortispora_ganteri	X
tortispora_caseinolytica	1.51032555
lipomyces_lipofer	X
lipomyces_japonicus	1.202911662
lipomyces_doorenjongii	X
lipomyces_kononenkoae	X
lipomyces_starkeyi	1.046347267
lipomyces_arxii	1.144972613
lipomyces_mesembrius	X
lipomyces_oligophaga	X
lipomyces_suomiensis	X
